arg,verb,sentence,verb_idx,label
total,escape,"If the Federal Energy Regulatory Commission approves the plan , Panhandle will have escaped a total of about $ 4 billion in take-or-pay contract liabilities .",13,1
tax,escape,"Before , a corporation owner could give heirs common stock to freeze asset values at that point for them ; future asset appreciation would escape estate tax , and the parent could keep control and income through preferred stock .",24,1
fact,escape,"As Jim Wells , head of the pesticide-use branch of the California Department of Food and Agriculture , notes , `` We can not escape one fact: we are living older , healthier and more mentally acute than we have ever lived in the history of mankind .",27,1
decline,escape,Sugar tried to divorce itself from soybeans last week but could n't escape price declines as traders continued to play both markets .,12,1
detection,escape,Most patients will not be aware of an expensive test forgone or a consultation not provided -- omissions that can readily escape detection if they are limited in scope .,21,1
fear,escape,We are not so advanced as a people that we can escape entirely those fears of shortages and deprivation that gripped our ancestors when nature turned ugly .,11,1
slowdown,escape,The Swiss chemical companies have n't escaped profit slowdowns or declines in recent years .,6,1
slump,escape,"Limited grew so quickly and was such a hit on Wall Street for so long `` that some of us thought it could escape the current fashion retail slump , but that is n't the case . ''",24,1
increase,escape,The Corolla sedan escaped any price increase .,3,1
question,escape,"It seems that Mr. Jackson escapes the media 's searching questions of experience , public policy and character that other candidates are subjected to because of the delicate racial issue .",5,1
schism,escape,"Because Israel does n't have the luxury of an all-volunteer military force , its army ca n't escape the schisms of opinion that beset the wider society .",19,1
penalty,escape,"As a result , GM has wrapped up a complicated four-year legal battle over the sale of an earth-moving subsidiary , escaping any additional penalties .",25,1
evaluation,escape,"While public attention in the West remains focused on the recent INF Treaty and nuclear arms control issues , a less dramatic Soviet diplomatic initiative is under way -- a new `` peace offensive '' that thus far has escaped the careful evaluation it merits .",40,1
share,escape,"Sears shares escaped with little damage , falling just 1 8 to 34 1 2 in active trading .",2,1
fund,evaporate,"In race after race , PAC funds evaporated for Republican challengers , even for candidates with political credentials as impressive as those of Mr. Howard , once dubbed `` the conscience of the senate '' for his crusades against state-level corruption .",7,1
movement,evaporate,"At that point we suspect Jim Wright 's gift to the Democratic convention will turn to dross , as the next administration learns what happens when the U.S. lets seven years of support for a resistance movement evaporate .",37,1
euphoria,evaporate,"The euphoria of hiring four agents the first month evaporated when the local franchise owners , who earlier sung VR 's praises , revealed their discontent now that he was one of them .",9,1
objection,evaporate,"Those objections quickly evaporated after the university sophomore , who declared herself `` proud to be a Thai woman , '' was named the pageant 's winner .",3,1
specialness,evaporate,`` The specialness evaporates when a hands-on operation becomes a finger on a monolithic hand . '',4,1
hesitancy,evaporate,"And his initial hesitancy about the endeavor has evaporated completely , to be replaced by what might be called historical perspective .",8,1
job,evaporate,"Meanwhile , existing jobs have evaporated .",5,1
surplus,evaporate,That measure assumed surpluses were the problem ; now the surpluses are evaporating .,12,1
offer,evaporate,"A purported $ 16-a-share offer for Superior Industries International Inc. evaporated yesterday after a flurry of activity in which one supposed player , Prudential-Bache Securities Inc . , denied it had authorized such a buy-out offer .",14,1
market,evaporate,In 1984 Acorn was ready but the market was evaporating .,9,1
elation,evaporate,Analysts said Wall Street 's elation over Bush 's victory evaporated as speculation grew that central banks would no longer prop up the dollar .,10,1
gain,evaporate,Many traders and analysts said they think yesterday 's gains will soon evaporate .,12,1
volume,evaporate,"Trading volume often evaporates just ahead of the monthly employment statistics , which are exceptionally difficult to predict .",3,1
deficit,evaporate,Social Security surpluses also will help make the deficit evaporate within the next five years .,9,1
fear,evaporate,"Long-term interest rates will plummet to their lowest level in 25 years as fears evaporate about swollen budget deficits , rising inflation and an over-leveraged corporate America .",16,1
business,evaporate,Futures brokers have seen their wildest business in many years evaporate .,10,1
rally,evaporate,"If widespread window dressing is occurring , then last week 's rally and any upward move in prices this week could easily evaporate after the end of the quarter .",22,1
stockpile,evaporate,"If dry weather cuts normal production by just three bushels an acre , the nation 's soybean stockpiles could evaporate by next year , says Richard Loewy , senior grain and oilseed analyst at Prudential-Bache Securities Inc .",19,1
support,evaporate,Any support for the State Department 's proposals quickly evaporated when the ideas wound up in the press .,9,1
saving,evaporate,"One lamenter of impeccable credentials is Peter G. Peterson , who in a recent Atlantic complains that we have let our infrastructure crumble , our productivity dwindle , our savings evaporate and our foreign markets dwindle .",30,1
trading,evaporate,Tokyo activity was directionless as the heavy trading of the morning session evaporated in the afternoon .,12,1
rally,evaporate,But the rally evaporated around midday as rumors began to spread that Wall Street would open lower .,3,1
threat,evaporate,"`` As the amount of copper available for delivery rose above the number of contracts that had to be satisfied , the threat of a squeeze ' in the March contract evaporated , '' said William O'Neill , research director for Elders Futures Inc . , New York .",32,1
